path,step,S
16,31,87.0896
16,32,88.9661
16,33,88.4562
16,34,88.1676
16,35,87.6038
16,36,86.5454
16,37,86.9331
16,38,87.5131
16,39,87.5008
16,40,87.1977
16,41,84.7238
16,42,86.7131
16,43,87.2738
16,44,89.0645
16,45,87.6266
16,46,88.2991
16,47,89.2844
16,48,88.689
16,49,86.3173
16,50,85.2179
16,51,87.2346
16,52,87.8826
16,53,88.0195
16,54,89.779
16,55,88.4777
16,56,91.143
16,57,91.9262
16,58,92.0835
16,59,91.1543
16,60,94.0424
16,61,92.8968
16,62,96.3574
16,63,94.9596
16,64,93.7812
16,65,96.0937
16,66,98.339
16,67,97.7199
16,68,95.3832
16,69,94.5239
16,70,95.0332
16,71,93.611
16,72,93.8392
16,73,94.6021
16,74,93.5652
16,75,93.6222
16,76,94.9808
16,77,96.1139
16,78,96.0302
16,79,95.2725
16,80,96.9873
16,81,96.6821
16,82,95.9555
16,83,96.8761
16,84,97.0534
16,85,96.3801
16,86,95.6907
16,87,94.5668
16,88,93.4384
16,89,92.5655
16,90,92.7252
16,91,92.5651
16,92,92.7347
16,93,92.02
16,94,92.5951
16,95,92.9837
16,96,92.0358
16,97,93.2711
16,98,93.9421
16,99,91.7169
16,100,91.527
17,0,100
17,1,99.8337
17,2,98.6002
17,3,96.8837
17,4,94.8977
17,5,97.483
17,6,99.3324
17,7,101.087
17,8,100.914
17,9,101.489
17,10,100.252
17,11,101.633
17,12,104.835
17,13,101.635
17,14,101.024
17,15,99.8066
17,16,99.6949
17,17,101.631
17,18,101.853
17,19,102.413
17,20,100.477
17,21,103.244
17,22,104.58
17,23,104.303
17,24,108.118
17,25,109.533
17,26,110.285
17,27,108.133
17,28,109.018
17,29,108.453
17,30,109.644
17,31,112.746
17,32,113.009
17,33,112.892
17,34,114.952
17,35,118.323
17,36,117.372
17,37,114.972
17,38,115.238
17,39,114.771
17,40,115.447
17,41,114.99
17,42,115.516
17,43,115.263
17,44,114.792
17,45,114.847
17,46,113.522
17,47,113.586
17,48,115.553
17,49,115.844
17,50,116.471
17,51,116.918
17,52,116.877
17,53,119.109
17,54,120.376
17,55,122.194
17,56,122.747
17,57,120.927
17,58,121.427
17,59,122.939
17,60,123.26
17,61,122.49
17,62,122.062
17,63,121.572
17,64,121
17,65,121.717
17,66,123.431
17,67,124.739
17,68,124.245
17,69,122.329
17,70,122.854
17,71,127.482
17,72,131.443
17,73,130.681
17,74,130.396
17,75,131.698
17,76,128.159
17,77,126.774
17,78,124.133
17,79,126.207
17,80,127.166
17,81,126.144
17,82,122.601
17,83,121.497
17,84,120.981
17,85,119.545
17,86,120.71
17,87,120.991
17,88,116.167
17,89,121.303
17,90,124.982
17,91,123.538
17,92,123.611
17,93,121.348
17,94,117.868
17,95,119.475
17,96,116.79
17,97,116.62
17,98,117.027
17,99,115.662
17,100,114.777
18,0,100
18,1,99.4958
18,2,101.362
18,3,100.794
18,4,103.77
18,5,104.942
18,6,104.271
18,7,103.571
18,8,103.645
18,9,103.693
18,10,103.946
18,11,102.376
18,12,103.95
18,13,106.1
18,14,104.857
18,15,104.783
18,16,104.065
18,17,104.973
18,18,101.06
18,19,100.281
18,20,101.892
18,21,99.6787
18,22,99.6854
18,23,99.5163
18,24,98.8838
18,25,99.1042
18,26,100.068
18,27,96.4882
18,28,97.3968
18,29,95.3371
18,30,94.2543
18,31,95.337
18,32,97.1758
18,33,95.0632
18,34,94.7711
18,35,96.2862
18,36,95.3808
18,37,95.8981
18,38,96.147
18,39,95.5949
18,40,97.7038
18,41,98.0878
18,42,96.2752
18,43,93.0247
18,44,92.5729
18,45,93.1514
18,46,95.8779
18,47,96.412
18,48,96.8692
18,49,97.3355
18,50,96.2444
18,51,95.8618
18,52,95.5115
18,53,95.0556
18,54,95.2621
18,55,93.0268
18,56,93.4523
18,57,93.1714
18,58,94.9095
18,59,94.4653
18,60,95.9002
18,61,96.3586
18,62,95.006
18,63,92.8392
18,64,90.5139
18,65,89.9972
18,66,89.1299
18,67,87.3577
18,68,88.8334
18,69,88.695
18,70,86.1862
18,71,86.848
18,72,86.1731
18,73,85.479
18,74,85.6676
18,75,84.997
18,76,84.7891
18,77,84.1764
18,78,84.7768
18,79,83.0996
18,80,82.7869
18,81,81.5999
18,82,80.7813
18,83,81.6108
18,84,82.1692
18,85,80.6958
18,86,80.8991
18,87,80.8632
18,88,81.1437
18,89,82.9248
18,90,83.1244
18,91,82.6357
18,92,84.2803
18,93,83.443
18,94,82.7123
18,95,83.1869
18,96,83.2336
18,97,80.7501
18,98,82.5718
18,99,81.2062
18,100,81.2121
19,0,100
19,1,101.617
19,2,101.291
19,3,103.791
19,4,105.34
19,5,105.362
19,6,106.933
19,7,108.245
19,8,111.717
19,9,114.621
19,10,112.955
19,11,114.163
19,12,114.11
19,13,113.214
19,14,113.079
19,15,111.784
19,16,110.138
19,17,108.947
19,18,112.197
19,19,111.726
19,20,112.552
19,21,112.836
19,22,112.716
19,23,111.07
19,24,109.742
19,25,111.327
19,26,109.869
19,27,110.053
19,28,108.55
19,29,107.303
19,30,103.711
19,31,106.059
19,32,104.621
19,33,105.183
19,34,105.179
19,35,105.456
19,36,105.983
19,37,105.538
19,38,106.033
19,39,104.77
19,40,104.983
19,41,102.628
19,42,100.259
19,43,99.6543
19,44,101.677
19,45,103.916
19,46,102.715
19,47,102.399
19,48,100.838
19,49,99.451
19,50,99.7694
19,51,100.14
19,52,101.828
19,53,100.58
19,54,98.0156
19,55,99.4463
19,56,95.6033
19,57,93.4748
19,58,93.9304
19,59,92.9975
19,60,91.0241
19,61,89.6557
19,62,88.0231
19,63,84.379
19,64,83.8584
19,65,84.2314
19,66,83.412
19,67,80.2381
19,68,81.1851
19,69,83.0037
19,70,81.6881
19,71,81.1705
19,72,82.4994
19,73,82.9191
19,74,79.9693
19,75,80.1965
19,76,79.9921
19,77,78.3005
19,78,76.1306
19,79,72.1929
19,80,73.7009
19,81,74.1759
19,82,75.4829
19,83,76.223
19,84,77.5226
19,85,75.6468
19,86,74.576
19,87,74.577
19,88,74.2196
19,89,76.1044
19,90,76.4599
19,91,76.2774
19,92,77.903
19,93,77.4009
19,94,77.2911
19,95,75.3543
19,96,75.491
19,97,74.0335
19,98,72.523
19,99,71.2648
19,100,70.9533
20,0,100
20,1,101.355
20,2,103.12
20,3,104.317
20,4,104.644
20,5,103.753
20,6,102.55
20,7,101.63
20,8,100.897
20,9,101.278
20,10,101.433
20,11,100.426
20,12,97.6568
20,13,97.7417
20,14,98.3248
20,15,100.218
20,16,102.062
20,17,101.663
20,18,101.144
20,19,100.687
20,20,101.91
20,21,101.223
20,22,101.174
20,23,99.8982
20,24,102.326
20,25,103.016
20,26,104.079
20,27,102.233
20,28,101.662
20,29,103.058
20,30,103.384
20,31,101.753
20,32,101.167
20,33,102.183
20,34,102.309
20,35,104.864
20,36,104.334
20,37,104.312
20,38,102.8
20,39,100.49
20,40,98.1553
20,41,99.9454
20,42,98.6135
20,43,97.353
20,44,99.0014
20,45,98.6278
20,46,98.183
20,47,99.3595
20,48,101.017
20,49,102.217
20,50,103.813
20,51,104.538
20,52,106.246
20,53,106.718
20,54,107.057
20,55,104.914
20,56,105.922
20,57,105.474
20,58,103.835
20,59,103.313
20,60,102.094
20,61,99.6137
20,62,97.2528
20,63,95.0725
20,64,96.7879
20,65,95.5472
20,66,96.1617
20,67,95.36
20,68,95.6984
20,69,94.8375
20,70,96.5382
20,71,96.0478
20,72,98.0124
20,73,95.5955
20,74,94.2449
20,75,96.1367
20,76,96.9209
20,77,95.8159
20,78,97.6239
20,79,96.7264
20,80,96.1686
20,81,97.4597
20,82,97.7361
20,83,97.6673
20,84,98.7247
20,85,98.4354
20,86,101.332
20,87,102.228
20,88,104.01
20,89,107.314
20,90,109.728
20,91,113.591
20,92,114.574
20,93,114.28
20,94,111.479
20,95,107.954
20,96,108.546
20,97,107.323
20,98,105.499
20,99,105.875
20,100,107.155
21,0,100
21,1,99.4714
21,2,98.2247
21,3,100.114
21,4,98.1426
21,5,97.5703
21,6,95.6939
21,7,93.2913
21,8,90.9374
21,9,90.8605
21,10,92.5042
21,11,92.1606
21,12,93.8967
21,13,93.662
21,14,92.1073
21,15,94.7129
21,16,93.8197
21,17,96.0294
21,18,95.801
21,19,96.7458
21,20,95.6694
21,21,94.881
21,22,95.6
21,23,91.8302
21,24,93.3878
21,25,90.6448
21,26,89.5156
21,27,88.5368
21,28,86.9928
21,29,87.8272
21,30,89.4295
21,31,90.6514
21,32,90.7701
21,33,92.3285
21,34,91.66
21,35,94.0819
21,36,93.0606
21,37,92.1362
21,38,93.5115
21,39,92.26
21,40,92.4783
21,41,90.6855
21,42,90.2825
21,43,89.9365
21,44,88.99
21,45,87.6666
21,46,87.787
21,47,85.468
21,48,83.7337
21,49,84.7851
21,50,84.7649
21,51,84.5427
21,52,84.9904
21,53,84.109
21,54,85.5147
21,55,83.8134
21,56,82.3581
21,57,80.2696
21,58,81.9738
21,59,84.9434
21,60,84.3786
21,61,84.4167
21,62,84.9814
21,63,84.7188
21,64,86.1315
21,65,85.3496
21,66,86.1331
21,67,86.5413
21,68,85.8236
21,69,86.4444
21,70,85.2005
21,71,85.1701
21,72,84.0696
21,73,83.6502
21,74,84.8487
21,75,86.2995
21,76,87.8207
21,77,87.6801
21,78,88.5889
21,79,87.8205
21,80,87.975
21,81,86.0611
21,82,87.1696
21,83,86.4732
21,84,88.2585
21,85,88.6078
21,86,89.0071
21,87,88.1458
21,88,87.4397
21,89,88.2955
21,90,88.6305
21,91,87.2554
21,92,86.1173
21,93,88.0689
21,94,87.8636
21,95,87.7171
21,96,87.4327
21,97,89.4437
21,98,90.4824
21,99,90.9165
21,100,89.0517
22,0,100
22,1,99.1681
22,2,100.463
22,3,100.589
22,4,101.318
22,5,100.493
22,6,100.964
22,7,99.8432
22,8,102.029
22,9,104.059
22,10,103.045
22,11,103.959
22,12,104.708
22,13,103.127
22,14,102.692
22,15,102.273
22,16,103.282
22,17,104.298
22,18,105.363
22,19,105.222
22,20,108.721
22,21,111.28
22,22,109.082
22,23,109.914
22,24,109.092
22,25,107.797
22,26,105.741
22,27,104.715
22,28,105.558
22,29,106.057
22,30,104.175
22,31,105.047
22,32,106.121
22,33,106.197
22,34,107.726
22,35,107.08
22,36,106.069
22,37,105.081
22,38,107.519
22,39,109.053
22,40,109.697
22,41,108.095
22,42,108.683
22,43,110.615
22,44,109.164
22,45,112.39
22,46,112.199
22,47,112.004
22,48,108.382
22,49,108.218
22,50,111.277
22,51,110.195
22,52,110.905
22,53,107.679
22,54,106.984
22,55,107.818
22,56,110.465
22,57,108.968
22,58,109.917
22,59,112.458
22,60,111.264
22,61,111.763
22,62,110.387
22,63,112.038
22,64,112.697
22,65,113.397
22,66,111.935
22,67,110.282
22,68,110.152
22,69,107.777
22,70,109.903
22,71,110.057
22,72,109.075
22,73,110.45
22,74,112.986
22,75,113.427
22,76,112.542
22,77,114.997
22,78,117.085
22,79,115.935
22,80,113.979
22,81,115.426
22,82,114.184
22,83,113.561
22,84,115.307
22,85,119.348
22,86,120.033
22,87,121.416
22,88,120.975
22,89,119.717
22,90,121.953
22,91,122.429
22,92,121.58
22,93,118.691
22,94,116.906
22,95,112.983
22,96,114.906
22,97,115.94
22,98,114.102
22,99,117.766
22,100,117.607
23,0,100
23,1,100.058
23,2,100.807
23,3,102.336
23,4,100.875
23,5,103.022
23,6,105.57
23,7,105.568
23,8,103.934
23,9,102.676
23,10,102.978
23,11,103.379
23,12,102.696
23,13,101.838
23,14,104.546
23,15,105.649
23,16,104.381
23,17,105.756
23,18,106.245
23,19,105.545
23,20,103.987
23,21,104.634
23,22,106.18
23,23,105.938
23,24,107.002
23,25,108.153
23,26,107.103
23,27,106.224
23,28,107.409
23,29,105.339
23,30,102.943
23,31,101.967
23,32,103.424
23,33,103.998
23,34,104.716
23,35,105.356
23,36,107.015
23,37,107.591
23,38,109.386
23,39,108.921
23,40,110.28
23,41,110.084
23,42,110.213
23,43,111.592
23,44,109.787
23,45,109.018
23,46,109.547
23,47,108.957
23,48,109.354
23,49,109.335
23,50,109.449
23,51,110.457
23,52,110.513
23,53,109.011
23,54,111.592
23,55,112.465
23,56,112.012
23,57,111.68
23,58,111.519
23,59,111.733
23,60,112.367
23,61,112.257
23,62,110.472
23,63,110.227
23,64,111.125
23,65,113.438
23,66,112.673
23,67,116.06
23,68,116.496
23,69,119.143
23,70,117.171
23,71,115.898
23,72,113.033
23,73,112.083
23,74,109.253
23,75,110.71
23,76,110.873
23,77,111.554
23,78,114.386
23,79,114.746
23,80,113.985
23,81,115.227
23,82,115.691
23,83,112.384
23,84,112.226
23,85,115.379
23,86,116.481
23,87,119.07
23,88,120.545
23,89,119.409
23,90,120.584
23,91,120.397
23,92,120.167
23,93,122.121
23,94,121.948
23,95,121.254
23,96,122.18
23,97,121.833
23,98,121.993
23,99,121.726
23,100,123.592
24,0,100
24,1,99.8031
24,2,101.475
24,3,102.753
24,4,100.079
24,5,100.749
24,6,100.542
24,7,102.776
24,8,105.235
24,9,103.957
24,10,103.109
24,11,107.079
24,12,107.445
24,13,107.43
24,14,105.541
24,15,106.16
24,16,105.089
24,17,106.074
24,18,103.694
24,19,105.716
24,20,104.211
24,21,101.917
24,22,101.906
24,23,102.606
24,24,103.339
24,25,102.427
24,26,101.865
24,27,100.594
24,28,100.273
24,29,99.4576
24,30,99.1722
24,31,100.521
24,32,100.227
24,33,101.248
24,34,101.063
24,35,102.068
24,36,104.413
24,37,106.646
24,38,106.332
24,39,109.381
24,40,107.192
24,41,107.122
24,42,111.123
24,43,111.206
24,44,112.862
24,45,115.489
24,46,118.54
24,47,119.43
24,48,118.7
24,49,118.066
24,50,118.703
24,51,120.826
24,52,122.346
24,53,126.403
24,54,124.962
24,55,126.113
24,56,125.7
24,57,126.307
24,58,123.51
24,59,123.496
24,60,126.337
24,61,127.012
24,62,125.798
24,63,127.817
24,64,126.954
24,65,130.65
24,66,131.587
24,67,132.601
24,68,132.198
24,69,130.395
24,70,134.729
24,71,132.264
24,72,131.627
24,73,133.303
24,74,134.251
24,75,134.211
24,76,134.843
24,77,133.896
24,78,133.729
24,79,135.737
24,80,136.445
24,81,139.347
24,82,141.543
24,83,140.701
24,84,139.24
24,85,144.266
24,86,144.393
24,87,146.091
24,88,141.807
24,89,144.015
24,90,145.57
24,91,141.947
24,92,143.212
24,93,144.496
24,94,145.32
24,95,146.166
24,96,143.191
24,97,145.25
24,98,145.584
24,99,146.423
24,100,146.849
25,0,100
25,1,100.157
25,2,101.415
25,3,101.028
25,4,100.743
25,5,104.052
25,6,104.819
25,7,104.884
25,8,102.216
25,9,101.841
25,10,102.604
25,11,104.684
25,12,101.867
25,13,102.317
25,14,102.507
25,15,101.712
25,16,103.128
25,17,102.865
25,18,97.168
25,19,94.7212
25,20,93.1569
25,21,92.3271
25,22,92.6786
25,23,95.3626
25,24,95.9589
25,25,93.1672
25,26,93.4174
25,27,91.8548
25,28,91.2522
25,29,90.8079
25,30,89.3503
25,31,88.748
25,32,87.5116
25,33,87.5745
25,34,87.7042
25,35,89.4064
25,36,89.3041
25,37,88.7717
25,38,89.2909
25,39,90.4589
25,40,90.4279
25,41,89.6753
25,42,90.894
25,43,88.5
25,44,87.5754
25,45,86.6562
25,46,86.5242
25,47,86.9696
25,48,86.649
25,49,84.5339
25,50,81.8248
25,51,82.0719
25,52,81.136
25,53,80.6602
25,54,81.6705
25,55,84.3172
25,56,86.4233
25,57,85.4007
25,58,85.7738
25,59,84.2006
25,60,82.5048
25,61,85.2363
25,62,83.2021
25,63,83.4811
25,64,84.5363
25,65,82.3938
25,66,84.038
25,67,82.547
25,68,80.724
25,69,82.1267
25,70,81.8202
25,71,80.8143
25,72,81.8994
25,73,80.973
25,74,81.3118
25,75,81.1604
25,76,82.5708
25,77,84.4759
25,78,82.3174
25,79,82.3254
25,80,81.996
25,81,81.0926
25,82,80.9182
25,83,81.8516
25,84,80.5937
25,85,80.6526
25,86,79.5479
25,87,80.5443
25,88,81.1515
25,89,81.3318
25,90,81.6095
25,91,82.7694
25,92,82.9026
25,93,81.1557
25,94,81.8761
25,95,83.0457
25,96,84.1207
25,97,83.9094
25,98,86.2301
25,99,86.2499
25,100,85.9045
26,0,100
26,1,97.9938
26,2,99.0436
26,3,98.2703
26,4,95.4001
26,5,96.5987
26,6,94.5354
26,7,93.0982
26,8,93.7108
26,9,94.7331
26,10,95.4809
26,11,95.4029
26,12,96.5983
26,13,98.2865
26,14,98.7578
26,15,99.5855
26,16,96.1916
26,17,95.5587
26,18,95.6792
26,19,96.5326
26,20,97.9553
26,21,99.6402
26,22,99.721
26,23,99.4216
26,24,101.455
26,25,100.013
26,26,100.863
26,27,100.369
26,28,100.497
26,29,101.837
26,30,101.728
26,31,101.708
26,32,101.922
26,33,100.657
26,34,100.787
26,35,101.346
26,36,101.506
26,37,98.7531
26,38,96.6608
26,39,96.1384
26,40,93.6814
26,41,94.399
26,42,95.4573
26,43,96.6018
26,44,97.1261
26,45,98.1396
26,46,99.2415
26,47,99.6497
26,48,100.795
26,49,103.915
26,50,105.664
26,51,106.223
26,52,105.638
26,53,106.482
26,54,109.182
26,55,109.676
26,56,110.198
26,57,109.923
26,58,109.743
26,59,109.005
26,60,109.337
26,61,108.275
26,62,106.062
26,63,105.226
26,64,106.928
26,65,108.186
26,66,106.857
26,67,102.97
26,68,102.67
26,69,102.459
26,70,103.398
26,71,104.229
26,72,101.799
26,73,104.2
26,74,103.374
26,75,105.27
26,76,105.733
26,77,105.84
26,78,105.952
26,79,106.485
26,80,104.288
26,81,104.86
26,82,103.568
26,83,104.448
26,84,105.002
26,85,106.289
26,86,105.911
26,87,105.645
26,88,105.073
26,89,108.368
26,90,106.935
26,91,106.185
26,92,107.515
26,93,107.263
26,94,109.146
26,95,110.159
26,96,111.398
26,97,109.342
26,98,109.143
26,99,107.926
26,100,110.641
27,0,100
27,1,99.776
27,2,98.0614
27,3,98.5215
27,4,99.9318
27,5,100.661
27,6,99.3231
27,7,98.5092
27,8,97.4264
27,9,99.153
27,10,98.1578
27,11,97.5013
27,12,97.1351
27,13,97.0567
27,14,95.7258
27,15,95.6269
27,16,96.3881
27,17,94.9929
27,18,95.8799
27,19,97.1371
27,20,98.526
27,21,99.4082
27,22,97.6258
27,23,98.0199
27,24,98.2107
27,25,98.2898
27,26,96.6527
27,27,97.6266
27,28,96.5255
27,29,95.9063
27,30,96.545
27,31,95.2646
27,32,95.6903
27,33,96.343
27,34,94.2058
27,35,93.5746
27,36,92.2536
27,37,90.9514
27,38,90.2952
27,39,89.4422
27,40,90.2578
27,41,91.3974
27,42,90.8257
27,43,91.3627
27,44,95.0822
27,45,95.9506
27,46,98.2428
27,47,96.6765
27,48,96.626
27,49,94.8307
27,50,94.3476
27,51,96.0968
27,52,95.6712
27,53,96.0782
27,54,96.0606
27,55,96.2929
27,56,96.9861
27,57,100.517
27,58,100.588
27,59,99.8819
27,60,100.703
27,61,99.8897
27,62,101.397
27,63,97.8822
27,64,98.8873
27,65,98.3683
27,66,98.041
27,67,97.8308
27,68,99.706
27,69,99.7577
27,70,100.471
27,71,98.4287
27,72,98.2856
27,73,97.0098
27,74,96.9119
27,75,97.3579
27,76,97.5105
27,77,96.9011
27,78,96.4845
27,79,96.0374
27,80,96.3498
27,81,95.0298
27,82,94.4823
27,83,94.6527
27,84,95.5478
27,85,95.2156
27,86,94.5562
27,87,92.7108
27,88,92.2773
27,89,91.2729
27,90,90.0186
27,91,89.6895
27,92,90.8069
27,93,90.0058
27,94,87.9243
27,95,85.6628
27,96,87.2353
27,97,84.7824
27,98,85.2806
27,99,84.2728
27,100,86.8431
28,0,100
28,1,100.292
28,2,101.13
28,3,101.868
28,4,99.8294
28,5,100.275
28,6,99.7942
28,7,100.644
28,8,101.294
28,9,101.48
28,10,99.8369
28,11,99.9175
28,12,100.313
28,13,102.019
28,14,102.272
28,15,99.0422
28,16,98.8961
28,17,99.3087
28,18,99.9257
28,19,98.4209
28,20,99.2224
28,21,98.8247
28,22,98.7145
28,23,97.6242
28,24,96.7952
28,25,97.7648
28,26,98.71
28,27,94.3661
28,28,93.0805
28,29,93.2032
28,30,92.8339
28,31,92.5639
28,32,94.5993
28,33,94.8909
28,34,96.01
28,35,92.9029
28,36,93.0039
28,37,92.9777
28,38,91.7094
28,39,92.8653
28,40,94.5022
28,41,94.8809
28,42,99.8345
28,43,100.221
28,44,100.375
28,45,99.5823
28,46,101.272
28,47,100.331
28,48,102.113
28,49,101.621
28,50,102.365
28,51,102.365
28,52,100.596
28,53,97.4035
28,54,97.4499
28,55,96.0809
28,56,96.5245
28,57,96.5092
28,58,96.3571
28,59,96.306
28,60,95.2901
28,61,95.8179
28,62,96.2163
28,63,96.9683
28,64,97.5936
28,65,96.64
28,66,97.1673
28,67,97.4582
28,68,97.0172
28,69,95.905
28,70,94.1962
28,71,93.8954
28,72,93.9785
28,73,93.5294
28,74,93.5253
28,75,92.609
28,76,89.5129
28,77,89.106
28,78,90.6449
28,79,88.0064
28,80,89.1254
28,81,91.3806
28,82,92.55
28,83,91.0398
28,84,91.351
28,85,92.7654
28,86,93.9059
28,87,95.4922
28,88,96.8353
28,89,96.7971
28,90,97.7923
28,91,97.7577
28,92,99.2783
28,93,98.7903
28,94,99.3312
28,95,100.925
28,96,101.612
28,97,101.348
28,98,102.297
28,99,103.949
28,100,104.558
29,0,100
29,1,101.369
29,2,101.821
29,3,99.8467
29,4,98.3485
29,5,96.6133
29,6,96.0328
29,7,97.0134
29,8,99.1375
29,9,96.6904
29,10,95.2083
29,11,100.041
29,12,98.7507
29,13,98.5711
29,14,99.7793
29,15,98.8833
29,16,97.3175
29,17,96.9903
29,18,98.2599
29,19,96.2498
29,20,93.8742
29,21,91.5505
29,22,90.9578
29,23,93.8482
29,24,93.4591
29,25,95.0012
29,26,92.097
29,27,91.1042
29,28,92.2757
29,29,91.2058
29,30,91.7185
29,31,89.7663
29,32,89.5585
29,33,88.3282
29,34,88.9169
29,35,90.3746
29,36,89.717
29,37,89.6705
29,38,89.3897
29,39,90.4299
29,40,91.0096
29,41,90.0593
29,42,89.3861
29,43,89.2941
29,44,88.4494
29,45,88.6841
29,46,88.4067
29,47,88.544
29,48,87.274
29,49,88.4156
29,50,87.8393
29,51,87.4297
29,52,89.2186
29,53,87.3523
29,54,86.9544
29,55,85.8753
29,56,89.0236
29,57,89.7979
29,58,90.2558
29,59,89.3843
29,60,91.5964
29,61,91.0456
29,62,88.9222
29,63,88.2871
29,64,89.999
29,65,89.6642
29,66,88.7843
29,67,87.9456
29,68,87.0897
29,69,86.6203
29,70,85.2154
29,71,85.0765
29,72,85.0159
29,73,86.2084
29,74,83.1265
29,75,83.001
29,76,82.4729
29,77,82.0182
29,78,82.9388
29,79,84.2758
29,80,83.5305
29,81,85.65
29,82,87.9542
29,83,86.422
29,84,85.5962
29,85,84.1062
29,86,82.8411
29,87,82.2884
29,88,82.528
29,89,79.8077
29,90,80.6169
29,91,81.6966
29,92,80.9581
29,93,83.9617
29,94,83.7894
29,95,83.7721
29,96,83.6431
29,97,83.9032
29,98,83.9067
29,99,81.9205
29,100,80.8484
30,0,100
30,1,100.151
30,2,98.3587
30,3,94.546
30,4,93.88
30,5,92.2387
30,6,90.9867
30,7,90.6035
30,8,90.8358
30,9,92.4919
30,10,95.045
30,11,95.155
30,12,93.7583
30,13,92.9761
30,14,92.7468
30,15,91.936
30,16,92.1392
30,17,89.178
30,18,89.299
30,19,88.6364
30,20,88.962
30,21,89.3649
30,22,92.1083
30,23,90.9828
30,24,92.4118
30,25,93.5432
30,26,93.5767
30,27,96.236
30,28,96.5971
30,29,99.7417
30,30,102.002
30,31,101.026
30,32,101.522
30,33,100.963
30,34,100.887
30,35,102.548
30,36,104.112
30,37,105.062
30,38,105.068
30,39,106.619
30,40,105.908
30,41,107.423
30,42,109.515
30,43,108.825
30,44,108.069
30,45,109.432
30,46,111.343
30,47,111.228
30,48,113.791
30,49,112.238
30,50,113.81
30,51,114.376
30,52,115.48
30,53,116.745
30,54,118.975
30,55,116.978
30,56,117.709
30,57,118.099
30,58,117.612
30,59,119.199
30,60,121.821
30,61,121.477
30,62,122.272
30,63,120.845
30,64,119.016
30,65,117.804
30,66,116.428
30,67,116.069
30,68,115.468
30,69,114.746
30,70,116.592
30,71,118.723
30,72,115.509
30,73,115.691
30,74,113.889
30,75,112.611
30,76,112.263
30,77,111.578
30,78,108.609
30,79,106.737
30,80,107.208
30,81,106.396
30,82,103.96
30,83,104.123
30,84,104.002
30,85,103.228
30,86,103.684
30,87,105.499
30,88,105.614
30,89,103.142
30,90,102.361
30,91,102.574
30,92,103.942
30,93,103.879
30,94,103.81
30,95,103.672
30,96,105.025
30,97,105.336
30,98,106.212
30,99,107.777
30,100,108.272
31,0,100
31,1,98.22
31,2,98.5578
31,3,97.5168
31,4,96.2383
31,5,97.1094
31,6,97.327
31,7,99.186
31,8,95.3782
31,9,93.9588
31,10,92.7285
31,11,91.3599
31,12,93.268
31,13,92.0798
31,14,94.9632
31,15,94.1996
31,16,93.3386
31,17,94.1698
31,18,94.2534
31,19,94.3184
31,20,95.5879
31,21,95.7713
31,22,96.7448
31,23,96.1558
31,24,97.8782
31,25,100.429
31,26,100.645
31,27,103.06
31,28,102.304
31,29,102.998
31,30,99.6135
31,31,99.6949
31,32,102.309
31,33,102.014
31,34,103.323
31,35,101.62
31,36,101.371
31,37,100.567
31,38,99.7563
31,39,102.934
31,40,103.974
31,41,103.85
31,42,102.417
31,43,100.591
31,44,100.283
31,45,98.23
31,46,96.0358
31,47,94.0162
31,48,91.2025
31,49,90.8222
31,50,92.3004
31,51,93.9928
31,52,94.8013
31,53,95.6395
31,54,95.444
31,55,94.6686
31,56,93.5987
31,57,93.6008
31,58,94.4686
31,59,92.6346
31,60,91.612
31,61,88.9464
31,62,88.9993
31,63,89.228
31,64,90.5994
31,65,91.4231
31,66,90.768
31,67,89.8034
31,68,91.1148
31,69,90.6289
31,70,90.8634
31,71,92.8056
31,72,90.74
31,73,92.5394
31,74,95.5494
31,75,96.536
31,76,97.8599
31,77,97.9519
31,78,97.5495
31,79,97.8149
31,80,95.4542
31,81,97.1182
31,82,97.4521
31,83,97.8652
31,84,95.9845
31,85,95.4893
31,86,95.0975
31,87,98.5669
31,88,99.8401
31,89,100.017
31,90,98.3568
31,91,99.5822
31,92,98.9132
31,93,96.013
31,94,94.8466
31,95,93.3211
31,96,92.1073
31,97,91.3991
31,98,88.4799
31,99,87.3945
31,100,84.6702
32,0,100
32,1,97.657
32,2,97.6911
32,3,99.2338
32,4,99.6585
32,5,95.2397
32,6,95.9956
32,7,97.7716
32,8,96.3257
32,9,98.2057
32,10,97.8379
32,11,97.0611
32,12,96.7575
32,13,95.6298
32,14,96.5654
32,15,96.9051
32,16,97.9314
32,17,101.056
32,18,100.466
32,19,98.969
32,20,98.375
32,21,99.1456
32,22,100.425
32,23,102.503
32,24,102.615
32,25,101.772
32,26,102.61
32,27,102.938
32,28,104.141
32,29,106.662
32,30,106.93
32,31,103.967
32,32,102.934
32,33,104.953
32,34,106.659
32,35,108.999
32,36,108.232
32,37,107.788
32,38,106.102
32,39,103.926
32,40,106.589
32,41,106.576
32,42,107.201
32,43,108.999
32,44,109.426
32,45,110.124
32,46,109.553
32,47,111.039
32,48,111.018
32,49,110.787
32,50,109.876
32,51,110.764
32,52,109.177
32,53,111.212
32,54,110.905
32,55,110.2
32,56,108.251
32,57,107.291
32,58,112.411
32,59,114.272
32,60,115.614
32,61,117.052
32,62,117.53
32,63,117.15
32,64,119.278
32,65,121.837
32,66,123.918
32,67,122.391
32,68,125.869
32,69,125.073
32,70,124.994
32,71,125.934
32,72,124.931
